date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-05-29,36.655777741049874,23.129003843784353,51.58892032742321,SKU005
2025-05-30,59.64910925435698,46.57971233815838,74.81639389783382,SKU005
2025-05-31,45.22896613663261,30.472094727805572,58.50173319663788,SKU005
2025-06-01,46.538139616683154,32.00169146751294,59.672678174168766,SKU005
2025-06-02,52.54727658033492,38.073736520324694,67.34290358772019,SKU005
2025-06-03,40.683294549824815,27.70224162990917,55.68535815822958,SKU005
2025-06-04,46.943252647666355,33.211420521006026,60.12013739897532,SKU005
2025-06-05,43.207090440775175,30.242395828850103,57.36050267510369,SKU005
2025-06-06,66.20042195409306,50.745275748108234,80.46091070914959,SKU005
2025-06-07,51.780278836305854,37.64048026146201,66.81902556811278,SKU005
2025-06-08,53.08945231638644,38.43830299582381,66.87249958096011,SKU005
2025-06-09,59.09858928001185,44.83952021347997,73.7468659695294,SKU005
2025-06-10,47.23460724955886,32.86358775098951,61.3784285134582,SKU005
2025-06-11,53.494565347384295,38.20654448202514,67.65499405657758,SKU005
2025-06-12,49.758403140493925,34.73839402189483,64.21797572141814,SKU005
2025-06-13,72.75173465380107,58.935802690635114,87.62053519374052,SKU005
2025-06-14,58.331591536067194,43.80682093419385,72.16100270360118,SKU005
2025-06-15,59.6407650160823,45.029553648213174,74.60083027937907,SKU005
2025-06-16,65.6499019797818,51.380810363763544,80.72378385455535,SKU005
2025-06-17,53.785919949292925,40.6636748715673,69.86054122683232,SKU005
2025-06-18,60.04587804708595,45.07553078829155,74.82693071643386,SKU005
2025-06-19,56.30971584021923,40.51697617384955,69.24368776817492,SKU005
2025-06-20,79.30304735353288,65.635146816357,93.52081020429759,SKU005
2025-06-21,64.88290423574045,51.18831120325333,79.62659994777411,SKU005
2025-06-22,66.19207771578559,51.98458896756195,80.43822397511137,SKU005
2025-06-23,72.20121467945873,58.26823080107183,85.93805168643247,SKU005
2025-06-24,60.337232648991105,46.46808375807416,75.54344221941275,SKU005
2025-06-25,66.59719074682017,51.25078715241615,80.25843981961438,SKU005
2025-05-29,27.578112473213515,13.068963406062917,42.72113015974097,SKU004
2025-05-30,18.718166635368767,2.9603730402705506,34.39747223566037,SKU004
2025-05-31,23.404042869838396,8.911827464321481,39.40453644874738,SKU004
2025-06-01,9.057997100733092,-6.546422545144623,24.003853299189636,SKU004
2025-06-02,22.63255655373547,7.594215136608617,37.421824500518,SKU004
2025-06-03,11.418062268662688,-3.2351841271662694,27.186215465522142,SKU004
2025-06-04,15.856780517139699,-0.6269936085358557,31.564029613056245,SKU004
2025-06-05,25.56688284196207,9.348422429818717,40.92979199182948,SKU004
2025-06-06,16.706937004123063,2.4285394776574605,32.67626711027335,SKU004
2025-06-07,21.39281323856011,4.892553391134494,36.93038531790712,SKU004
2025-06-08,7.046767469471801,-7.679385753504063,21.75607220795406,SKU004
2025-06-09,20.621326922492948,5.369698038551898,36.11377440225102,SKU004
2025-06-10,9.406832637361065,-6.705153107941331,23.769968123453904,SKU004
2025-06-11,13.845550885867343,-1.6332755751610957,29.16313218421665,SKU004
2025-06-12,23.555653210665746,8.254043438429164,40.49843928863004,SKU004
2025-06-13,14.695707372846016,-0.7160383996358525,29.649464678976287,SKU004
2025-06-14,19.381583607305025,4.5921652794488,35.359112763299805,SKU004
2025-06-15,5.03553783820001,-10.934531184480642,20.60276583757293,SKU004
2025-06-16,18.61009729119203,2.4206596633273088,34.07259542965526,SKU004
2025-06-17,7.39560300605944,-6.926425576888199,22.947407814747496,SKU004
2025-06-18,11.834321254644532,-3.478687887162649,26.9775949250943,SKU004
2025-06-19,21.5444235794143,6.16722559987911,35.46408233215341,SKU004
2025-06-20,12.684477741624212,-2.240726818778149,29.47113720096486,SKU004
2025-06-21,17.37035397602673,2.214382015344917,33.20785338932528,SKU004
2025-06-22,3.0243082069387217,-11.951200026377258,18.916636444155447,SKU004
2025-06-23,16.598867659949505,1.8536098644866943,31.938809112239387,SKU004
2025-06-24,5.384373374802184,-9.301047995176939,20.099767301970875,SKU004
2025-06-25,9.82309162332263,-5.001661367461669,26.283432152317108,SKU004
2025-05-26,16.20623502691348,-0.8110463543611331,31.891701762310884,SKU003
2025-05-27,31.921410356413332,15.368266763945849,49.285594800458284,SKU003
2025-05-28,17.04285699698201,0.7623343472940703,33.52629048284546,SKU003
2025-05-29,28.828666212508157,12.28252343921689,45.19029625273559,SKU003
2025-05-30,23.170254200194552,5.8002513712886685,38.812967231165544,SKU003
2025-05-31,19.37135955463293,2.67700166509018,35.39682194135967,SKU003
2025-06-01,29.175007139968272,12.894082350099099,45.02849306040799,SKU003
2025-06-02,19.06052319374886,2.660594253509261,35.81612803893782,SKU003
2025-06-03,34.77569852326056,17.504121748200742,50.59963942876763,SKU003
2025-06-04,19.89714516384552,4.169059524711785,36.20299111977456,SKU003
2025-06-05,31.682954379354,14.985708968293208,48.688234145725104,SKU003
2025-06-06,26.024542367005264,8.686569025873464,42.844778685793216,SKU003
2025-06-07,22.2256477215308,5.237101145710753,37.62373216669643,SKU003
2025-06-08,32.02929530683632,15.04185106394214,48.176587840450466,SKU003
2025-06-09,21.91481136062106,5.004656196988107,39.44737844980604,SKU003
2025-06-10,37.629986690122024,20.72565661074943,54.654588793298764,SKU003
2025-06-11,22.751433330709553,5.432577934920902,39.790053114887584,SKU003
2025-06-12,34.53724254624902,16.989187054940537,50.79011784747397,SKU003
2025-06-13,28.878830533873334,12.687999710612232,44.17066030218961,SKU003
2025-06-14,25.079935888320293,7.798853880752878,41.33437437106112,SKU003
